company,Year,Есть ли RAEX/RSPP/NKR рейтинг у компании?,Источник
по возрождение,21,TRUE,Новости
по возрождение,22,TRUE,Новости
по возрождение,23,TRUE,Новости
по возрождение,24,TRUE,Новости
полекс-фарм,20,TRUE,Новости
полекс-фарм,21,TRUE,Новости
полекс-фарм,22,TRUE,Новости
полекс-фарм,23,TRUE,Новости
полекс-фарм,24,TRUE,Новости
полиметалл,16,TRUE,Новости
полиметалл,17,TRUE,Новости
полисан,20,TRUE,Новости
полисан,21,TRUE,Новости
полисан,22,TRUE,Новости
полисан,23,TRUE,Новости
полисан,24,TRUE,Новости
полюс,17,TRUE,Новости
почта россии,23,FALSE,Новости
промпарк м10,20,TRUE,Новости
промпарк м10,21,TRUE,Новости
промпарк м10,22,TRUE,Новости
промпарк м10,23,TRUE,Новости
промпарк м10,24,TRUE,Новости
промпарк марьино,20,TRUE,Новости
промпарк марьино,21,TRUE,Новости
промпарк марьино,22,TRUE,Новости
промпарк марьино,23,TRUE,Новости
промпарк марьино,24,TRUE,Новости
псб по сзфо,20,TRUE,Новости
псб по сзфо,21,TRUE,Новости
псб по сзфо,22,TRUE,Новости
псб по сзфо,23,TRUE,Новости
псб по сзфо,24,TRUE,Новости
птицефабрика синявинская,20,TRUE,Новости
птицефабрика синявинская,21,TRUE,Новости
птицефабрика синявинская,22,TRUE,Новости
птицефабрика синявинская,23,TRUE,Новости
птицефабрика синявинская,24,TRUE,Новости
райффайзенбанк,19,TRUE,Новости
райффайзенбанк,20,TRUE,Новости
ракурс-инжиниринг,20,TRUE,Новости
ракурс-инжиниринг,21,TRUE,Новости
ракурс-инжиниринг,22,TRUE,Новости
ракурс-инжиниринг,23,TRUE,Новости
ракурс-инжиниринг,24,TRUE,Новости
ргу_нефти_и_газа_ниу_имени_и_м_губкина,20,TRUE,Новости
реал,20,TRUE,Новости
реал,21,TRUE,Новости
реал,22,TRUE,Новости
реал,23,TRUE,Новости
реал,24,TRUE,Новости
реалъ,20,TRUE,Новости
реалъ,21,TRUE,Новости
реалъ,22,TRUE,Новости
реалъ,23,TRUE,Новости
реалъ,24,TRUE,Новости
регион финансовые услуги,22,TRUE,Новости
регион финансовые услуги,23,TRUE,Новости
регион финансовые услуги,24,TRUE,Новости
рекадро,22,TRUE,Новости
рекадро,23,TRUE,Новости
рекадро,24,TRUE,Новости
ресо-гарантия,20,TRUE,Новости
ресо-гарантия,21,TRUE,Новости
ресо-гарантия,22,TRUE,Новости
ресо-гарантия,23,TRUE,Новости
ресо-гарантия,24,TRUE,Новости
ресурс атэ,20,TRUE,Новости
ресурс атэ,21,TRUE,Новости
ресурс атэ,22,TRUE,Новости
ресурс атэ,23,TRUE,Новости
ресурс атэ,24,TRUE,Новости
ржд,16,TRUE,Новости
ржд,17,TRUE,Новости
рир,20,TRUE,Новости
рн-энерго,22,TRUE,Новости
рн-энерго,24,TRUE,Новости
рольф эстейт санкт-петербург,21,TRUE,Новости
росатом,16,TRUE,Новости
росатом,17,TRUE,Новости
росбанк страхование,24,TRUE,Новости
роскар,20,TRUE,Новости
роскар,21,TRUE,Новости
роскар,22,TRUE,Новости
роскар,23,TRUE,Новости
роскар,24,TRUE,Новости
роснефть,16,TRUE,Новости
роснефть,17,TRUE,Новости
россети,16,TRUE,Новости
россети,17,TRUE,Новости
россети волга,21,TRUE,Новости
россети ленэнерго,20,TRUE,Новости
россети ленэнерго,21,TRUE,Новости
россети ленэнерго,22,TRUE,Новости
россети ленэнерго,23,TRUE,Новости
россети ленэнерго,24,TRUE,Новости
россети сибирь,21,TRUE,Новости
россети тюмень,20,TRUE,Новости
россети тюмень,21,TRUE,Новости
россети тюмень,22,TRUE,Новости
россети тюмень,23,TRUE,Новости
россети тюмень,24,TRUE,Новости
россети юг,21,TRUE,Новости
ростелеком,16,TRUE,Новости
ростелеком,17,TRUE,Новости
ростех,20,TRUE,Новости
ростех,21,TRUE,Новости
ртр,20,TRUE,Новости
рулог,24,TRUE,Новости
русал,16,TRUE,Новости
русал,17,TRUE,Новости
русгидро,16,TRUE,Новости
русгидро,17,TRUE,Новости
сахалин энерджи,20,TRUE,Новости
сахалинская энергия,16,TRUE,Новости
сахалинская энергия,17,TRUE,Новости
сбер,23,TRUE,Новости
сбербанк,16,TRUE,Новости
сбербанк,17,TRUE,Новости
сбербанк россии,20,TRUE,Новости
светогорский цбк,20,TRUE,Новости
светогорский цбк,21,TRUE,Новости
светогорский цбк,22,TRUE,Новости
светогорский цбк,23,TRUE,Новости
светогорский цбк,24,TRUE,Новости
северная верфь,20,TRUE,Новости
северная верфь,21,TRUE,Новости
северная верфь,22,TRUE,Новости
северная верфь,23,TRUE,Новости
